indexid,question_id,formula,status,inorder_term,sorted_term,structure_term,constant_term,variable_term
1128,19960100113,V = \frac{N^2}{10}- \frac{N^3}{3000},1,"[['=$\\$mfrac$mfenced', '\\$mfrac$mfenced$msup', 'mfrac$mfenced$msup$-', 'mfenced$msup$-$\\', 'msup$-$\\$mfrac', '-$\\$mfrac$mfenced', '\\$mfrac$mfenced$msup'], ['=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$msup', 'mfenced$msup$-', 'msup$-$\\', '-$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$msup'], ['=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$msup', 'msup$-', '-$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$msup']]","[['-$\\$\\$=', '\\$\\$=$mfenced', '\\$=$mfenced$mfenced', '=$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$mfrac', 'mfenced$mfrac$mfrac$msup', 'mfrac$mfrac$msup$msup'], ['-$\\$\\', '\\$\\$=', '\\$=$mfenced', '=$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$mfrac', 'mfrac$mfrac$msup', 'mfrac$msup$msup'], ['-$\\', '\\$\\', '\\$=', '=$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$mfrac', 'mfrac$msup', 'msup$msup'], ['-', '\\', '\\', '=', 'mfenced', 'mfenced', 'mfrac', 'mfrac', 'msup', 'msup']]","['mfrac$mfenced', 'mfrac$mfenced$msup', 'mfrac$mfenced', 'mfrac$mfenced$msup']","['mfrac$mfenced$msup$cn', 'mfrac$mrow$cn']","['var', 'mfrac$mfenced$msup$var']"
1129,19960200106,x^2\ln(2x+1),1,"[['msup$\\$ln$mfenced', '\\$ln$mfenced$+'], ['msup$\\$ln', '\\$ln$mfenced', 'ln$mfenced$+'], ['msup$\\', '\\$ln', 'ln$mfenced', 'mfenced$+']]","[['\\$+$ln$mfenced', '+$ln$mfenced$msup'], ['\\$+$ln', '+$ln$mfenced', 'ln$mfenced$msup'], ['\\$+', '+$ln', 'ln$mfenced', 'mfenced$msup'], ['\\', '+', 'ln', 'mfenced', 'msup']]",['mfenced$mrow$+'],"['mfenced$mrow$cn', 'msup$cn']","['mfenced$mrow$var', 'msup$var']"
1130,19960200106,\frac{(3x-1)}{\tan x},1,"[['\\$mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$-', 'mfenced$mfenced$-$\\', 'mfenced$-$\\$tan'], ['\\$mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfenced$mfenced$-', 'mfenced$-$\\', '-$\\$tan'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$mfenced', 'mfenced$-', '-$\\', '\\$tan']]","[['-$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$tan'], ['-$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$tan'], ['-$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$tan'], ['-', '\\', '\\', 'mfenced', 'mfenced', 'mfrac', 'tan']]","['mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$-', 'mfrac$mrow$\\', 'mfrac$mrow$tan']",['mfrac$mfenced$mfenced$cn'],"['mfrac$mrow$var', 'mfrac$mfenced$mfenced$var']"
1131,19960200106,xy-y^2+12x=0,1,"[['-$msup$+$='], ['-$msup$+', 'msup$+$='], ['-$msup', 'msup$+', '+$=']]","[['-$+$=$msup'], ['-$+$=', '+$=$msup'], ['-$+', '+$=', '=$msup'], ['-', '+', '=', 'msup']]",[],"['msup$cn', 'cn']","['var', 'msup$var']"
1132,19960200106,y=\cos^{2x}-0.5,1,"[['=$\\$msup$cos', '\\$msup$cos$-'], ['=$\\$msup', '\\$msup$cos', 'msup$cos$-'], ['=$\\', '\\$msup', 'msup$cos', 'cos$-']]","[['-$\\$=$cos', '\\$=$cos$msup'], ['-$\\$=', '\\$=$cos', '=$cos$msup'], ['-$\\', '\\$=', '=$cos', 'cos$msup'], ['-', '\\', '=', 'cos', 'msup']]",['msup$cos'],"['msup$mrow$cn', 'cn']","['var', 'msup$mrow$var']"
1133,19960200106,0\leq x\leq \frac{\pi }{2},1,"[['\\$e$\\$e', 'e$\\$e$\\', '\\$e$\\$mfrac', 'e$\\$mfrac$mfenced', '\\$mfrac$mfenced$\\'], ['\\$e$\\', 'e$\\$e', '\\$e$\\', 'e$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$\\'], ['\\$e', 'e$\\', '\\$e', 'e$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$\\']]","[['\\$\\$\\$\\', '\\$\\$\\$e', '\\$\\$e$e', '\\$e$e$mfenced', 'e$e$mfenced$mfrac'], ['\\$\\$\\', '\\$\\$\\', '\\$\\$e', '\\$e$e', 'e$e$mfenced', 'e$mfenced$mfrac'], ['\\$\\', '\\$\\', '\\$\\', '\\$e', 'e$e', 'e$mfenced', 'mfenced$mfrac'], ['\\', '\\', '\\', '\\', 'e', 'e', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\']","['cn', 'mfrac$mrow$cn']","['var', 'mfrac$mfenced$var']"
1134,19960200106,x=\frac{\pi }{6},1,"[['=$\\$mfrac$mfenced', '\\$mfrac$mfenced$\\'], ['=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$\\'], ['=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$\\']]","[['\\$\\$=$mfenced', '\\$=$mfenced$mfrac'], ['\\$\\$=', '\\$=$mfenced', '=$mfenced$mfrac'], ['\\$\\', '\\$=', '=$mfenced', 'mfenced$mfrac'], ['\\', '\\', '=', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\']",['mfrac$mrow$cn'],"['var', 'mfrac$mfenced$var']"
1135,19960200108,x=2t^2-t,1,"[[], ['=$msup$-'], ['=$msup', 'msup$-']]","[[], ['-$=$msup'], ['-$=', '=$msup'], ['-', '=', 'msup']]",[],"['cn', 'msup$cn']","['var', 'msup$var']"
1136,19960200108,y=t^2+t,1,"[[], ['=$msup$+'], ['=$msup', 'msup$+']]","[[], ['+$=$msup'], ['+$=', '=$msup'], ['+', '=', 'msup']]",[],['msup$cn'],"['var', 'msup$var']"
1137,19960200108,\frac{\mathrm{d} y}{\mathrm{d} x},1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$mfenced', 'mfenced$\\$mfenced$\\', '\\$mfenced$\\$mfenced'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$\\', 'mfenced$\\$mfenced'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$\\', '\\$mfenced']]","[['\\$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['\\$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['\\$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['\\', '\\', '\\', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced']",[],"['mfrac$mrow$var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mfenced$mfenced$var']"
1138,19960300103,y=x^2,1,"[[], [], ['=$msup']]","[[], [], ['=$msup'], ['=', 'msup']]",[],['msup$cn'],"['var', 'msup$var']"
1139,19960300105,y=\frac{5}{(1-3x)},1,"[['=$\\$mfrac$mfenced', '\\$mfrac$mfenced$-'], ['=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$-'], ['=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$-']]","[['-$\\$=$mfenced', '\\$=$mfenced$mfrac'], ['-$\\$=', '\\$=$mfenced', '=$mfenced$mfrac'], ['-$\\', '\\$=', '=$mfenced', 'mfenced$mfrac'], ['-', '\\', '=', 'mfenced', 'mfrac']]","['mfrac$mrow$mfenced', 'mfrac$mrow$mfenced$-']","['mfrac$mfenced$cn', 'mfrac$mrow$mfenced$cn']","['var', 'mfrac$mrow$mfenced$var']"
1140,19960300105,\frac{\mathrm{d} y}{\mathrm{d} x},1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$mfenced', 'mfenced$\\$mfenced$\\', '\\$mfenced$\\$mfenced'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$\\', 'mfenced$\\$mfenced'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$\\', '\\$mfenced']]","[['\\$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['\\$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['\\$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['\\', '\\', '\\', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced']",[],"['mfrac$mrow$var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mfenced$mfenced$var']"
1141,19960300117,Vcm^3,1,"[[], [], []]","[[], [], [], ['msup']]",[],['msup$cn'],"['var', 'msup$var']"
1142,19960300117,V=2(x+4)^2-32,1,"[['=$msup$mfenced$+', 'msup$mfenced$+$-'], ['=$msup$mfenced', 'msup$mfenced$+', 'mfenced$+$-'], ['=$msup', 'msup$mfenced', 'mfenced$+', '+$-']]","[['-$+$=$mfenced', '+$=$mfenced$msup'], ['-$+$=', '+$=$mfenced', '=$mfenced$msup'], ['-$+', '+$=', '=$mfenced', 'mfenced$msup'], ['-', '+', '=', 'mfenced', 'msup']]","['msup$mfenced', 'msup$mfenced$+']","['msup$cn', 'cn', 'msup$mfenced$cn']","['var', 'msup$mfenced$var']"
1143,19960300117,50cm^3s^{-1},1,"[[], ['msup$msup$-'], ['msup$msup', 'msup$-']]","[[], ['-$msup$msup'], ['-$msup', 'msup$msup'], ['-', 'msup', 'msup']]",['msup$mrow$-'],"['msup$mrow$cn', 'cn', 'msup$cn']","['var', 'msup$var']"
1144,19960300117,0.8cms^{-1},1,"[[], [], ['msup$-']]","[[], [], ['-$msup'], ['-', 'msup']]",['msup$mrow$-'],"['msup$mrow$cn', 'cn']","['var', 'msup$var']"
1145,19960300118,Vcm^3,1,"[[], [], []]","[[], [], [], ['msup']]",[],['msup$cn'],"['var', 'msup$var']"
1146,19960300118,V = 10(2x^3-45x^2+250x),1,"[['=$mfenced$msup$-', 'mfenced$msup$-$msup', 'msup$-$msup$+'], ['=$mfenced$msup', 'mfenced$msup$-', 'msup$-$msup', '-$msup$+'], ['=$mfenced', 'mfenced$msup', 'msup$-', '-$msup', 'msup$+']]","[['-$+$=$mfenced', '+$=$mfenced$msup', '=$mfenced$msup$msup'], ['-$+$=', '+$=$mfenced', '=$mfenced$msup', 'mfenced$msup$msup'], ['-$+', '+$=', '=$mfenced', 'mfenced$msup', 'msup$msup'], ['-', '+', '=', 'mfenced', 'msup', 'msup']]","['mfenced$msup', 'mfenced$-', 'mfenced$msup', 'mfenced$+']","['mfenced$msup$cn', 'cn', 'mfenced$cn']","['var', 'mfenced$var', 'mfenced$msup$var']"
1147,19960300118,2x^3-45x^2+250x,1,"[['msup$-$msup$+'], ['msup$-$msup', '-$msup$+'], ['msup$-', '-$msup', 'msup$+']]","[['-$+$msup$msup'], ['-$+$msup', '+$msup$msup'], ['-$+', '+$msup', 'msup$msup'], ['-', '+', 'msup', 'msup']]",[],"['cn', 'msup$cn']","['var', 'msup$var']"
1148,19960400102,y=(x^2-4)(2x-1),1,"[['=$mfenced$msup$-', 'mfenced$msup$-$mfenced', 'msup$-$mfenced$-'], ['=$mfenced$msup', 'mfenced$msup$-', 'msup$-$mfenced', '-$mfenced$-'], ['=$mfenced', 'mfenced$msup', 'msup$-', '-$mfenced', 'mfenced$-']]","[['-$-$=$mfenced', '-$=$mfenced$mfenced', '=$mfenced$mfenced$msup'], ['-$-$=', '-$=$mfenced', '=$mfenced$mfenced', 'mfenced$mfenced$msup'], ['-$-', '-$=', '=$mfenced', 'mfenced$mfenced', 'mfenced$msup'], ['-', '-', '=', 'mfenced', 'mfenced', 'msup']]","['mfenced$msup', 'mfenced$-', 'mfenced$-']","['mfenced$msup$cn', 'mfenced$cn']","['var', 'mfenced$var', 'mfenced$msup$var']"
1149,19960400106,\frac{(2x+5)}{(1+3x)},1,"[['\\$mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$+', 'mfenced$mfenced$+$mfenced', 'mfenced$+$mfenced$+'], ['\\$mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfenced$mfenced$+', 'mfenced$+$mfenced', '+$mfenced$+'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$mfenced', 'mfenced$+', '+$mfenced', 'mfenced$+']]","[['\\$+$+$mfenced', '+$+$mfenced$mfenced', '+$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['\\$+$+', '+$+$mfenced', '+$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['\\$+', '+$+', '+$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['\\', '+', '+', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$+', 'mfrac$mrow$mfenced', 'mfrac$mrow$mfenced$+']","['mfrac$mfenced$mfenced$cn', 'mfrac$mrow$mfenced$cn']","['mfrac$mrow$mfenced$var', 'mfrac$mfenced$mfenced$var']"
1150,19960400106,x^2\cos 2x,1,"[[], ['msup$\\$cos'], ['msup$\\', '\\$cos']]","[[], ['\\$cos$msup'], ['\\$cos', 'cos$msup'], ['\\', 'cos', 'msup']]",[],"['msup$cn', 'cn']","['var', 'msup$var']"
1151,19960400106,2x^2+xy-3y^2=7,1,"[['msup$+$-$msup', '+$-$msup$='], ['msup$+$-', '+$-$msup', '-$msup$='], ['msup$+', '+$-', '-$msup', 'msup$=']]","[['-$+$=$msup', '+$=$msup$msup'], ['-$+$=', '+$=$msup', '=$msup$msup'], ['-$+', '+$=', '=$msup', 'msup$msup'], ['-', '+', '=', 'msup', 'msup']]",[],"['cn', 'msup$cn']","['var', 'msup$var']"
1152,19960400106,\frac{\mathrm{d} y}{\mathrm{d} x},1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$mfenced', 'mfenced$\\$mfenced$\\', '\\$mfenced$\\$mfenced'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$\\', 'mfenced$\\$mfenced'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$\\', '\\$mfenced']]","[['\\$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['\\$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['\\$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['\\', '\\', '\\', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced']",[],"['mfrac$mrow$var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mfenced$mfenced$var']"
1153,19960400106,y=\tan (x+1),1,"[['=$\\$tan$mfenced', '\\$tan$mfenced$+'], ['=$\\$tan', '\\$tan$mfenced', 'tan$mfenced$+'], ['=$\\', '\\$tan', 'tan$mfenced', 'mfenced$+']]","[['\\$+$=$mfenced', '+$=$mfenced$tan'], ['\\$+$=', '+$=$mfenced', '=$mfenced$tan'], ['\\$+', '+$=', '=$mfenced', 'mfenced$tan'], ['\\', '+', '=', 'mfenced', 'tan']]",['mfenced$mrow$+'],['mfenced$mrow$cn'],"['var', 'mfenced$mrow$var']"
1154,19960400109,x=t^2-2t,1,"[[], ['=$msup$-'], ['=$msup', 'msup$-']]","[[], ['-$=$msup'], ['-$=', '=$msup'], ['-', '=', 'msup']]",[],"['msup$cn', 'cn']","['var', 'msup$var']"
1155,19960400109,y=t^2+2t,1,"[[], ['=$msup$+'], ['=$msup', 'msup$+']]","[[], ['+$=$msup'], ['+$=', '=$msup'], ['+', '=', 'msup']]",[],"['msup$cn', 'cn']","['var', 'msup$var']"
1156,19960400109,\frac{\mathrm{d} y}{\mathrm{d} x},1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$mfenced', 'mfenced$\\$mfenced$\\', '\\$mfenced$\\$mfenced'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$\\', 'mfenced$\\$mfenced'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$\\', '\\$mfenced']]","[['\\$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['\\$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['\\$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['\\', '\\', '\\', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced']",[],"['mfrac$mrow$var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mfenced$mfenced$var']"
1157,19960400109,\frac{1}{2},1,"[[], [], []]","[[], [], [], ['\\']]",[],"['mfrac$mfenced$cn', 'mfrac$mrow$cn']",[]
1158,19970100105,V cm^3,1,"[[], [], []]","[[], [], [], ['msup']]",[],['msup$cn'],"['var', 'msup$var']"
1159,19970100105,\frac{\mathrm{d} V}{\mathrm{d} r},1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$mfenced', 'mfenced$\\$mfenced$\\', '\\$mfenced$\\$mfenced'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$\\', 'mfenced$\\$mfenced'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$\\', '\\$mfenced']]","[['\\$\\$\\$mfenced', '\\$\\$mfenced$mfenced', '\\$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['\\$\\$\\', '\\$\\$mfenced', '\\$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['\\$\\', '\\$\\', '\\$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['\\', '\\', '\\', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced']",[],"['mfrac$mrow$var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mfenced$mfenced$var']"
1160,19970100106,\frac{\mathrm{d}y}{\mathrm{d} x}=4x-7,1,"[['\\$mfrac$mfenced$\\', 'mfrac$mfenced$\\$mfenced', 'mfenced$\\$mfenced$\\', '\\$mfenced$\\$mfenced', 'mfenced$\\$mfenced$=', '\\$mfenced$=$-'], ['\\$mfrac$mfenced', 'mfrac$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$\\', 'mfenced$\\$mfenced', '\\$mfenced$=', 'mfenced$=$-'], ['\\$mfrac', 'mfrac$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$\\', '\\$mfenced', 'mfenced$=', '=$-']]","[['-$\\$\\$\\', '\\$\\$\\$=', '\\$\\$=$mfenced', '\\$=$mfenced$mfenced', '=$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac'], ['-$\\$\\', '\\$\\$\\', '\\$\\$=', '\\$=$mfenced', '=$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac'], ['-$\\', '\\$\\', '\\$\\', '\\$=', '=$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac'], ['-', '\\', '\\', '\\', '=', 'mfenced', 'mfenced', 'mfenced', 'mfrac']]","['mfrac$mfenced', 'mfrac$mfenced$\\', 'mfrac$mfenced$mfenced', 'mfrac$mrow$\\', 'mfrac$mrow$mfenced']",['cn'],"['var', 'mfrac$mrow$var', 'mfrac$mrow$mfenced$var', 'mfrac$mfenced$var', 'mfrac$mfenced$mfenced$var']"
1161,19970100112,1200cm^2,1,"[[], [], []]","[[], [], [], ['msup']]",[],"['cn', 'msup$cn']","['var', 'msup$var']"
1162,19970100112,h=\frac{(60-13x^2)}{(2x)},1,"[['=$\\$mfrac$mfenced', '\\$mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$-', 'mfenced$mfenced$-$msup', 'mfenced$-$msup$mfenced'], ['=$\\$mfrac', '\\$mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfenced$mfenced$-', 'mfenced$-$msup', '-$msup$mfenced'], ['=$\\', '\\$mfrac', 'mfrac$mfenced', 'mfenced$mfenced', 'mfenced$-', '-$msup', 'msup$mfenced']]","[['-$\\$=$mfenced', '\\$=$mfenced$mfenced', '=$mfenced$mfenced$mfenced', 'mfenced$mfenced$mfenced$mfrac', 'mfenced$mfenced$mfrac$msup'], ['-$\\$=', '\\$=$mfenced', '=$mfenced$mfenced', 'mfenced$mfenced$mfenced', 'mfenced$mfenced$mfrac', 'mfenced$mfrac$msup'], ['-$\\', '\\$=', '=$mfenced', 'mfenced$mfenced', 'mfenced$mfenced', 'mfenced$mfrac', 'mfrac$msup'], ['-', '\\', '=', 'mfenced', 'mfenced', 'mfenced', 'mfrac', 'msup']]","['mfrac$mfenced', 'mfrac$mfenced$mfenced', 'mfrac$mfenced$mfenced$-', 'mfrac$mfenced$mfenced$msup', 'mfrac$mrow$mfenced']","['mfrac$mfenced$mfenced$cn', 'mfrac$mrow$mfenced$cn', 'mfrac$mfenced$mfenced$msup$cn']","['var', 'mfrac$mfenced$mfenced$msup$var', 'mfrac$mrow$mfenced$var']"
1163,19970100112,\frac{1}{3},1,"[[], [], []]","[[], [], [], ['\\']]",[],"['mfrac$mfenced$cn', 'mfrac$mrow$cn']",[]
1164,19970100112,\times,1,"[[], [], ['\\$e']]","[[], [], ['\\$e'], ['\\', 'e']]",[],[],['var']
1165,19970100112,\times,1,"[[], [], ['\\$e']]","[[], [], ['\\$e'], ['\\', 'e']]",[],[],['var']
1166,19970100112,V cm^3,1,"[[], [], []]","[[], [], [], ['msup']]",[],['msup$cn'],"['var', 'msup$var']"
1167,19970100112,V=3000x-250x^3,1,"[[], ['=$-$msup'], ['=$-', '-$msup']]","[[], ['-$=$msup'], ['-$=', '=$msup'], ['-', '=', 'msup']]",[],"['cn', 'msup$cn']","['var', 'msup$var']"
